chr	start	end
chr17	6907809	6908023
chr17	5340559	5340748
chr5	51493006	51493287
chr15	92329627	92329752
chr8	1705230	1705628
chr3	7750256	7750525
chr16	57368818	57369121
chr16	188202	188530
chr12	11216905	11217308
chr2	5840436	5840620
chr5	12419877	12421144
chr6	50727724	50728075
chr10	120246941	120247317
chr11	50614998	50615573
chr12	17840893	17841272
chr10	129179880	129180024
chr7	63376533	63376900
chr10	59033971	59034146
chr22	45160861	45161207
chr1	191174471	191174600
chr12	21979743	21979916
chr16	89623208	89623325
chr10	46019287	46019598
chr2	184445509	184445920
chr15	86902568	86902893
chr9	84447068	84448139
chr3	88736045	88736574
chr1	244047657	244047819
chr14	101851924	101852678
chrY	21883387	21884234
chr11	59287549	59287897
chr1	190303610	190304378
chr4	151200040	151200333
chr5	12399722	12400105
chr1	146926816	146927532
chr22	34101780	34103792
chr17	25279257	25279428
chr18	32232268	32232615
chr11	55283419	55283657
chrX	102806260	102806459
chr7	1278697	1278973
chr1	190845865	190852393
chr5	24842623	24843579
chr6	46826365	46827052
chr14	98290524	98290855
chr4	53950948	53951385
chr20	9219472	9219656
chr11	9393525	9393822
chr1	118269506	118269872
chr4	75122595	75122967
chr15	99673360	99673809
chr14	101448825	101449009
chr4	52729023	52729906
chr3	8948187	8948525
chr9	71489903	71499796
chr13	114904165	114904518
chr1	174794232	174794385
chr1	160824029	160824178
chr12	19245969	19246928
chr10	128993866	128993987
chr6	46501262	46501578
chr5	50038042	50038706
chr10	58043947	58044369
chr2	179059452	179059782
chr18	59782359	59782580
chr13	53288366	53288559
chr2	97644784	97644898
chr3	88468160	88468416
chr9	26766584	26767070
chr17	8976599	8978900
chr3	450875	451250
chr3	101743834	101744150
chr1	184458373	184458595
chr11	2646719	2646865
chr10	56220996	56221109
chr2	186323503	186323839
chr20	24965965	24966286
chr16	58422566	58422716
chr2	202113325	202113654
chr14	103015117	103016612
chr7	151545947	151546310
chr15	25700059	25700817
chr1	195655476	195655652
chr13	38577700	38578305
chr16	84934224	84934569
chr17	6765670	6765792
chr12	127908069	127908400
chr5	1648150	1649683
chr10	49555709	49556063
chr12	23911000	23911195
chr9	31523239	31523422
chr21	30757581	30757882
chr8	92470845	92471484
chr13	30370357	30370655
chr17	27979894	27980215
chr7	116183180	116184179
chr3	1225045	1225316
chr3	4001770	4004106
chr16	58324468	58324835
chr5	60327379	60327680
chr17	20595224	20595617
chr13	55581970	55582121
chr18	22881719	22882003
chr5	22287745	22288656
chr12	16153664	16153896
chr17	28458369	28458894
chr1	240668795	240669020
chr2	4806818	4807085
chr10	42673943	42674261
chr1	183710900	183711098
chr6	71367380	71367593
chr1	120483166	120483325
chr17	6457201	6457404
chr10	45396693	45396825
chr5	22801203	22801460
chr1	180290338	180292322
chr4	73958863	73958985
chr1	113893706	113894187
chr5	24426202	24426885
chr1	237332833	237332926
chr19	53256953	53257597
chr14	104634872	104635405
chr4	144602182	144603635
chr17	6371279	6371981
chr1	147688521	147688645
chr1	174803181	174803530
chr5	53261865	53262018
chr2	174647682	174648098
chr14	104637918	104638438
chr6	160603181	160603272
chr5	55304956	55305264
chr5	25255431	25255733
chr16	293055	293356
chr3	104002210	104007777
chr7	13918055	13919184
chr7	50685049	50685244
chr3	89730810	89731188
chr11	54774311	54774586
chr11	134325067	134325392
chr7	151272351	151272453
chr5	25884348	25884796
chr16	50919917	50920089
chr18	12515347	12515701
chr1	164371354	164371732
chr6	170230802	170231019
chr6	159826351	159826909
chr5	1233765	1234002
chr18	28744311	28744411
chr3	3551189	3551970
chr4	132747910	132748244
chr12	23617804	23619436
chrX	142706645	142706746
chr1	186105853	186106958
chr7	48051440	48051730
chr3	105952716	105953165
chr12	26293605	26293852
chr16	1905154	1905484
chr17	16255105	16255324
chr1	166017842	166017960
chr12	132457279	132457437
chr3	104069284	104069459
chr17	20400632	20400962
chr1	237868135	237868306
chr12	126600307	126600497
chr3	444328	444680
chr6	163555103	163555443
chr14	22933632	22933806
chr12	23713443	23713605
chr14	100625817	100626195
chr20	6099888	6101131
chr17	14780098	14780405
chr12	11458138	11458305
chr10	133225108	133225376
chr1	177111090	177111334
chr3	106259452	106259605
chr5	12700745	12701058
chr20	29616157	29616315
chr5	22399578	22399810
chr15	102083708	102083990
chr8	43740766	43743078
chr6	57452637	57452810
chr8	50048255	50048384
chr6	53956684	53957600
chr1	3295147	3295308
chr20	1430756	1431088
chr12	128919752	128919857
chr2	99693412	99693536
chr16	34338305	34339313
chr1	162717577	162718244
chr9	13815773	13816041
chr12	123517981	123519204
chr8	49712310	49712411
chr9	12122251	12122376
chr12	20493024	20494167
chr2	2575828	2576173
chr22	35634625	35634813
chr8	92152056	92152282
chr17	25855140	25855536
chr3	103569963	103570184
chr2	179023255	179023771
chr12	121999539	121999888
chr8	43488812	43489011
chr9	23693244	23693443
chr1	160807583	160807798
chr3	103812315	103812495
chr4	58974810	58975324
chr4	46306521	46306852
chr7	48164675	48165009
chr4	64488644	64488796
chr13	43712957	43713215
chr17	18646900	18647416
chr12	735839	736797
chr10	38905073	38905304
chr11	55486124	55489280
chr20	8262356	8262515
chr5	8312860	8313210
chr17	12631624	12631926
chr10	45589277	45589456
chr9	78451902	78452247
chr9	71612549	71613576
chr17	109892	110951
chr16	50191705	50191808
chr17	13656837	13657057
chr1	163718778	163718937
chr4	136912709	136913259
chr20	3458056	3458228
chr4	133039731	133040046
chr14	98730361	98730590
chr5	24097816	24098042
chr12	133760834	133761058
chrX	142399706	142399870
chr9	4216779	4217064
chr2	193869002	193869167
chr11	48700233	48700963
chr3	104485540	104486079
chr22	34398489	34398855
chr2	177557934	177558189
chr8	93331213	93331647
chr15	97808165	97808220
chr2	89946875	89949623
chr22	16350259	16350631
chr10	56644631	56644815
chr8	5244352	5244651
chr9	78911962	78912329
chr1	188033787	188034774
chr19	28598475	28598809
chr18	59040854	59041264
chr5	8371882	8372096
chr5	60584801	60585101
chr16	58223145	58223685
chr19	51776202	51776554
chr16	86090847	86091038
chr10	124771830	124773213
chr2	83569972	83570583
chr1	244048381	244048693
chr4	165811734	165812811
chrX	104061343	104062040
chr5	4281465	4281579
chr11	133650406	133650581
chr1	163312322	163312450
chr2	192460662	192460921
chr13	30028577	30028826
chr17	5884353	5884647
chr5	6029992	6030356
chr18	39606040	39606383
chr11	127299931	127300160
chr2	98526772	98526927
chr2	173840688	173841063
chr2	3897272	3897814
chr13	37442717	37442905
chr2	78701385	78701534
chr7	50650485	50650742
chr1	192817070	192818604
chr14	106488840	106489040
chr17	19358148	19358725
chr19	56693619	56694130
chr4	138536567	138537216
chr11	133717497	133717689
chr11	3406090	3406218
chr13	49787909	49788201
chr16	31027139	31027339
chr6	170101432	170101592
chr20	5027451	5027850
chr1	181292893	181293328
chr12	128363370	128364926
chr15	68417253	68418332
chr10	59552099	59552427
chr9	3838223	3838392
chr6	165702785	165703303
chr1	202815590	202815785
chr2	191139808	191140069
chr2	55025581	55026023
chr18	4714276	4715071
chrX	154510880	154510977
chr18	36433823	36433949
chr1	196207720	196208050
chrX	130173987	130174086
chr11	7771349	7771502
chr17	13462940	13463092
chr21	30553094	30553770
chr19	27820289	27820624
chr17	14854434	14854797
chr6	160817985	160818640
chr18	55595819	55595978
chr6	170044166	170044352
chr16	86255879	86256174
chr1	242756797	242757150
chr7	153064046	153064208
chr7	115835634	115835912
chr7	15010367	15010582
chr7	62062292	62062730
chr15	86489972	86490316
chr5	14112014	14112197
chr14	20465122	20465910
chr14	106274505	106276234
chr16	997786	998135
chr19	52908184	52908487
chr1	157643252	157643566
chr14	99057249	99058706
chr15	25848175	25849466
chr8	3639174	3639339
chr5	54065125	54065275
chr3	99820937	99821119
chr11	5963233	5963545
chr6	68728284	68728452
chr4	136828022	136828319
chr20	16503650	16504242
chr1	113716415	113716555
chr2	114633355	114633691
chr5	44564714	44564982
chr1	117764499	117764800
chr16	49749608	49751509
chr4	145275448	145275624
chr12	28102633	28102975
chr19	43927166	43927310
chr4	61415323	61415451
chr4	186512127	186512403
chr1	185878487	185879624
chr6	163417201	163417463
chr8	1786552	1786905
chr16	48678843	48678995
chr13	28265826	28266064
chr4	43318952	43319102
chr9	13598229	13598480
chrX	8392283	8392413
chr2	7531944	7532102
chr7	62521779	62522033
chr1	168963856	168964214
chr9	37755089	37755301
chrX	107548068	107548288
chr19	44499042	44499162
chr16	886938	887163
chr2	108467004	108467447
chr10	38555866	38556025
chr5	18077838	18078040
chr2	100824316	100824495
chr3	105877869	105878109
chr10	132784462	132784823
chr3	6275945	6276086
chr13	45687654	45687731
chr1	237017940	237018018
chr9	36950626	36950940
chr6	52706248	52706580
chr2	204211639	204212309
chr22	30848207	30848342
chr3	87864912	87865466
chr2	96952484	96952699
chr6	50586709	50587833
chr4	188834445	188834743
chr6	48643502	48644299
chr6	52339606	52340029
chr20	17940278	17944955
chr6	162840169	162840530
chr4	140172326	140172495
chr20	22865442	22865601
chr2	56212246	56212358
chr10	122674035	122674315
chr20	20736246	20736399
chr8	4559919	4560300
chr6	53262966	53263387
chr2	76007118	76011762
chr1	190045929	190046135
chr19	42684699	42686558
chr16	57646512	57647602
chr18	14958741	14958917
chr3	100338982	100339914
chr1	178369859	178370499
chr2	99717444	99717576
chr5	13543873	13543976
chr1	193339939	193340099
chr4	187805109	187806027
chr2	204877767	204877858
chr7	49671923	49672397
chr6	51754464	51754971
chr20	10207847	10208495
chr7	152908528	152911700
chr3	99378698	99379003
chr7	50039960	50040119
chr17	7090511	7090715
chr3	8973308	8973429
chr16	50297266	50297629
chr16	34781285	34781384
chr7	689572	689957
chr10	131020394	131020706
chr18	10675688	10675889
chr20	12619996	12620171
chr3	95955066	95955208
chr1	198705479	198705788
chr18	51159821	51160136
chr19	57775818	57776074
chr7	62276771	62278687
chr3	98425409	98425691
chr8	92348837	92349107
chr1	143767441	143767580
chr3	94100619	94100886
chr12	24747990	24748413
chr1	165318845	165319628
chr3	89185772	89186119
chr4	63103055	63103301
chr6	68426347	68426412
chr3	94706291	94706625
chr19	120151	120434
chr7	113849910	113850008
chr19	45172156	45172659
chr7	115430416	115430762
chr14	100558580	100558927
chr20	11236851	11237418
chr6	152161813	152162313
chr1	161349281	161349476
chr10	2749545	2749697
chr20	29811114	29811274
chr2	55649162	55649665
chr15	25797300	25797404
chr2	202481005	202481331
chr7	52098860	52099609
chr11	9415856	9416232
chr21	39627103	39627444
chr17	19501989	19502906
chr15	75452971	75453494
chr3	5488944	5489563
chr10	42844282	42844541
chr3	9836389	9836887
chrX	9608878	9609057
chr11	131403825	131404143
chr7	115081640	115086574
chr15	83837782	83838049
chr21	27978746	27979061
chr10	125073099	125073859
chr3	88654750	88655074
chr18	71199645	71207381
chr14	23090260	23090451
chr4	151531423	151531906
chr14	21362352	21362485
chr1	243892972	243893872
chr4	185987170	185987323
chr12	19778055	19780015
chr1	237402415	237402760
chr1	249067870	249068252
chr12	129739037	129740274
chr6	51355706	51362651
chr10	51258703	51260151
chr1	189258006	189258350
chr3	105988942	105989170
chr14	22348422	22348743
chr14	100581321	100581504
chr19	46285335	46285464
chr11	127212337	127212505
chr10	127496742	127497295
chr20	7058163	7058527
chr8	42956945	42957328
chr16	1203611	1205280
chr17	16245835	16246013
chr2	78794329	78794452
chr20	2764596	2765053
chr20	31630217	31630777
chr18	40721501	40721585
chr16	89426335	89426481
chr10	132696573	132696781
chr1	189450923	189451266
chr2	71519635	71519873
chr3	104008085	104008341
chr11	4651460	4653477
chr4	165362453	165362945
chr3	98735474	98735701
chr4	79223623	79223905
chr16	34677440	34677567
chr12	13417146	13417305
chr14	100822696	100822936
chr7	115643074	115643282
chr6	154746609	154747062
chr11	57905112	57905255
chr5	21033023	21033349
chrX	9006569	9007141
chr21	21354668	21354836
chr6	52564622	52564759
chr17	15886280	15886384
chr9	26630568	26630759
chr7	149969576	149969979
chr6	150531698	150532187
chr6	166607543	166607633
chr5	3189649	3189737
chr2	6942096	6942417
chr20	12770243	12770943
chr1	163098689	163099092
chr19	23328706	23329090
chr2	97252725	97252999
chr7	52476387	52476518
chr5	180524348	180525198
chr3	3624291	3624664
chr6	53762005	53762671
chr15	84674030	84674193
chr3	8385658	8385872
chr1	202689235	202689739
chr21	10839816	10840164
chr9	39221469	39221702
chr19	56755413	56755618
chr6	167529484	167531796
chr14	20444107	20445145
chr20	7139135	7139217
chr9	15863702	15863994
chr7	64316221	64316412
chr12	124232366	124233533
chr16	35060801	35061082
chr12	5437595	5437930
chr8	3755773	3755901
chr17	10969870	10970202
chr3	102245150	102245355
chr2	189928698	189928831
chr6	55270612	55270982
chr17	13496064	13496160
chr10	54120558	54121078
chr2	83194086	83194435
chr3	101292892	101293068
chr2	191081862	191082016
chr5	508863	509223
chr18	7053092	7053215
chr10	5018037	5018200
chr9	14420252	14420939
chr16	86961433	86962212
chr11	55883308	55884623
chr2	117709203	117709952
chr2	111970956	111971341
chr19	56612201	56612323
chr7	49850799	49851733
chr18	63323591	63324577
chr17	10568361	10569501
chr1	159831850	159831976
chr2	174677591	174678337
chrX	57543994	57544150
chr10	56076475	56076655
chr9	19086418	19086809
chr11	55978475	55978697
chr8	1647106	1647239
chr15	88150372	88150471
chr5	51647372	51647484
chr10	121702815	121702927
chr9	42158299	42160081
chr3	4576496	4576878
chr16	84809152	84809366
chr9	42444796	42445906
chr3	100955653	100955905
chr2	118396624	118397501
chr2	75140058	75140197
chr6	155551349	155551617
chr7	114284109	114284363
chr7	113930979	113931343
chr16	34586341	34586670
chr2	104131764	104132034
chr5	535856	536210
chrX	13664751	13665096
chr9	37153961	37154340
chr9	37794676	37795421
chr2	55551386	55551743
chr5	8949539	8949711
chr17	19051829	19052512
chr16	30305695	30306756
chr4	150823147	150823502
chr20	6732259	6732428
chr11	5405598	5405680
chr17	28360542	28360865
chr19	23951158	23951487
chr6	45440678	45441010
chr18	76332522	76334235
chr14	22793068	22793326
chr6	165751736	165751913
chr10	130167467	130167642
chr11	48507878	48509084
chr2	106539011	106539648
chr7	48863102	48863731
chr11	56510995	56511288
chr9	12517765	12518046
chr11	54765317	54765553
chr17	5870491	5870788
chr8	47893001	47895414
chr3	195694521	195694747
chr16	31349314	31349681
chr3	97244402	97244760
chr16	88110084	88110160
chr7	153512221	153512441
chr1	245057494	245057740
chr5	52087860	52088407
chr11	48473188	48473297
chr6	48837640	48837797
chr3	99376997	99378074
chr11	57608644	57608743
chr1	158443877	158443941
chr16	34687645	34687759
chr6	163012295	163012655
chr7	113975979	113976351
chr3	98788509	98789268
chr4	44995457	44995682
chr15	96957206	96957365
chr16	30347974	30348309
chr2	117113740	117113846
chr13	26089261	26089952
chr3	195200076	195200442
chr6	51918534	51919259
chr10	55049805	55050218
chr10	57086367	57098094
chr17	8698338	8698666
chrX	27819293	27820040
chr8	91835768	91835869
chr10	120671254	120672311
chr11	61332688	61333249
chr3	94233282	94233380
chr22	46932988	46933205
chr4	185200698	185200941
chr3	1123245	1123465
chr5	53970905	53971945
chr14	98821016	98821439
chr7	52461130	52461427
chr10	122248521	122248743
chr11	784033	784429
chr7	14042918	14043617
chr8	3046455	3046742
chr1	1871719	1871992
chr3	981575	982833
chr14	105838433	105839119
chr16	86029710	86030070
chr9	67780756	67781026
chr3	5967500	5968028
chr1	120558126	120558268
chr17	12475612	12475941
chr5	13403709	13404951
chr13	29129367	29129623
chr5	10253173	10253530
chr6	68629601	68629754
chr2	74459673	74459884
chr12	24769884	24770036
chr12	17602099	17602511
chr15	89000771	89001137
chr11	61081466	61086734
chr11	55292785	55292914
chr6	159369423	159369741
chr15	25823857	25824047
chr1	240509438	240509816
chr12	38231385	38231541
chr6	167239618	167239937
chr12	12919945	12920156
chr4	41993464	41993810
chr1	117414643	117415150
chr3	4604417	4604715
chr3	96317062	96317211
chr10	119618044	119618820
chr9	140636629	140636866
chrX	102573425	102573801
chr21	22379452	22379711
chr19	55626237	55626345
chr22	27058213	27058412
chr6	50619383	50619701
chr10	131266232	131266599
chr20	7364485	7364972
chr8	92963639	92963892
chr11	7707226	7707752
chr14	103542224	103542411
chr6	164172445	164172696
chr14	101657589	101657878
chr9	46384859	46385039
chr5	51152844	51153151
chr3	7266434	7266561
chr5	50248360	50248816
chr21	37464701	37465266
chr14	106618839	106619252
chr9	86472921	86473032
chr2	103836462	103836810
chr6	68964337	68964512
chr17	55948	56092
chr5	55719828	55720115
chr12	21713493	21713955
chr12	23283565	23283939
chr2	191565080	191565797
chr4	161802271	161803026
chr6	156019345	156019494
chr4	75513324	75513483
chr15	96040681	96040784
chr8	47625931	47629741
chr3	103247988	103248319
chr13	30178708	30179273
chr7	747755	748059
chr6	157858553	157858893
chrX	17508988	17509060
chr7	57645716	57646094
chr7	7522031	7523171
chr2	5551820	5551971
chr2	92103010	92103188
chr1	168977822	168979450
chr3	99234921	99235034
chr17	8681308	8681599
chr21	29961645	29961774
chr12	12736018	12736246
chr5	5160194	5160488
chr2	202764662	202765037
chr21	42057487	42058359
chr15	25412661	25413021
chrX	126545735	126546073
chr9	73346688	73346861
chr17	11250022	11250219
chr17	15208121	15208648
chr19	28175538	28175781
chr17	3635378	3635898
chr20	5261964	5262303
chr16	57163475	57164933
chr1	180585237	180585514
chr16	48624318	48624656
chr6	155217770	155217917
chr14	20924074	20925226
chr10	131143126	131143559
