eccid	chr_hg19	start_hg19	end_hg19	tissue
ecc594959	chr1	62656183	62873908	Connective tissue
ecc594960	chr1	63004502	63295692	Breast
ecc594961	chr1	63299550	63534590	Lung
ecc594962	chr1	63837377	64037987	Connective tissue
ecc594964	chr1	66463767	66484418	Prostate
ecc594965	chr1	66733354	66733890	Lung
ecc594966	chr1	66838408	66925412	Breast
ecc594967	chr1	68395262	68395728	Breast
ecc594969	chr1	76986108	77198483	Head and Neck
ecc594970	chr1	79092860	79093626	Ovary
ecc594971	chr1	80533743	80534171	Bladder
ecc594972	chr1	81384790	81425325	Lung
ecc594973	chr1	83869486	83880374	Brain
ecc594974	chr1	83906015	83906595	Brain
ecc594975	chr1	83931895	83965636	Brain
ecc594976	chr1	86001724	86022428	Liver
ecc594977	chr1	86002670	86023585	Liver
ecc594978	chr1	86002865	86023647	Liver
ecc594979	chr1	86002907	86023466	Liver
ecc594980	chr1	86002910	86023717	Liver
ecc594981	chr1	86927404	109661934	Liver
ecc594982	chr1	88267820	88268499	Lung
ecc594983	chr1	90746549	91002760	Breast
ecc594984	chr1	95422281	95423017	Head and Neck
ecc594985	chr1	98191685	98673787	Head and Neck
ecc594986	chr1	98651343	99721426	Skin
ecc594987	chr1	101014193	101398324	Skin
ecc594988	chr1	102113821	102114477	Colon
ecc594989	chr1	104132617	104812575	Ovary
ecc594990	chr1	104480289	104480854	Esophagus
ecc594991	chr1	106379730	106400455	Colon
ecc594992	chr1	106426754	106447448	Skin
ecc594993	chr1	106632132	106632722	Esophagus
ecc594994	chr1	106818442	115014473	Ovary
ecc594995	chr1	107735484	107736020	Lung
ecc594996	chr1	108046568	108247072	Pancreatic
ecc594997	chr1	108265605	108266155	Esophagus
ecc594998	chr1	109494567	109495132	Esophagus
ecc594999	chr1	112765205	112965736	Esophagus
ecc595000	chr1	113015094	113215626	Esophagus
ecc595001	chr1	113103732	119641693	Stomach
ecc595002	chr1	113223221	113223753	Esophagus
ecc595003	chr1	113586794	155811924	Prostate
ecc595004	chr1	113851395	115393787	Breast
ecc595005	chr1	114192199	114481305	Cervix
ecc595006	chr1	114211200	117299460	Esophagus
ecc595007	chr1	114900911	149879545	Skin
ecc595008	chr1	115022624	115023061	Bladder
ecc595009	chr1	115318418	115329079	Liver
ecc595010	chr1	115471978	120527361	Esophagus
ecc595011	chr1	116564769	120775880	Skin
ecc595012	chr1	118004732	118260210	Pancreatic
ecc595013	chr1	118200353	118200773	Esophagus
ecc595014	chr1	118306679	121485202	Pancreatic
ecc595015	chr1	118405266	120422182	Pancreatic
ecc595016	chr1	118553899	121360938	Ovary
ecc595017	chr1	118819533	119476803	Esophagus
ecc595019	chr1	119229169	119249580	Bladder
ecc595020	chr1	119313175	120527361	Skin
ecc595022	chr1	119715323	119915842	Stomach
ecc595023	chr1	119830367	120527361	Skin
ecc595024	chr1	119991939	120192373	Bladder
ecc595025	chr1	120187923	120584861	Stomach
ecc595026	chr1	120331254	120343112	Liver
ecc595027	chr1	120360112	120360753	Connective tissue
ecc595028	chr1	120392744	120393285	Esophagus
ecc595029	chr1	120495027	120695863	Liver
ecc595030	chr1	120520714	149881398	Esophagus
ecc595031	chr1	120522600	153617773	Lung
ecc595032	chr1	120527360	154427338	Breast
ecc595033	chr1	120784208	120984812	Skin
ecc595034	chr1	121209555	121410075	Stomach
ecc595035	chr1	121254344	121275087	Head and Neck
ecc595036	chr1	128900000	142707499	Oral
ecc595037	chr1	128900000	146953204	Pancreatic
ecc595040	chr1	142761939	157787860	Ovary
ecc595041	chr1	143293201	170604175	Ovary
ecc595043	chr1	143391939	143688938	Skin
ecc595045	chr1	143893202	149061755	Pancreatic
ecc595047	chr1	144490315	144690913	Uterine Corpus Endometrial
ecc595048	chr1	144522402	151566378	Breast
ecc595049	chr1	144553395	144573878	Breast
ecc595050	chr1	144667500	174151449	Liver
ecc595051	chr1	144785580	144986179	Uterine Corpus Endometrial
ecc595053	chr1	144821368	145021887	Stomach
ecc595054	chr1	144835904	174359985	Liver
ecc595055	chr1	144840333	145658468	Liver
ecc595056	chr1	144920087	149231802	Skin
ecc595057	chr1	145080101	183522496	Liver
ecc595058	chr1	145091768	192283976	Ovary
ecc595061	chr1	145311423	145512093	Connective tissue
ecc595062	chr1	145379143	145579625	Breast
ecc595063	chr1	145382402	174609707	Esophagus
ecc595064	chr1	145673985	145674468	Breast
ecc595065	chr1	145844467	146045065	Uterine Corpus Endometrial
ecc595066	chr1	145988629	145989112	Breast
ecc595067	chr1	146081001	146101619	Connective tissue
ecc595068	chr1	146479202	149342499	Liver
ecc595069	chr1	146628197	146887011	Breast
ecc595070	chr1	146739162	147297345	Connective tissue
ecc595071	chr1	146779903	146950573	Connective tissue
ecc595072	chr1	146805869	147187689	Uterine Corpus Endometrial
ecc595073	chr1	146967140	147195124	Connective tissue
ecc595074	chr1	147013987	151236487	Pancreatic
ecc595075	chr1	147036372	147236854	Breast
ecc595076	chr1	147386108	147586706	Uterine Corpus Endometrial
ecc595077	chr1	147604863	147625481	Connective tissue
ecc595078	chr1	147652172	147875757	Breast
ecc595079	chr1	148007850	149122499	Prostate
ecc595080	chr1	148085334	148295928	Brain
ecc595081	chr1	148175098	148195678	Brain
ecc595082	chr1	148195076	148195604	Bladder
ecc595083	chr1	148432705	148633188	Breast
ecc595084	chr1	148449697	148650295	Uterine Corpus Endometrial
ecc595086	chr1	149106910	149307509	Uterine Corpus Endometrial
ecc595087	chr1	149132415	149333251	Liver
ecc595088	chr1	149328335	149328934	Uterine Corpus Endometrial
ecc595089	chr1	149421010	149421615	Skin
ecc595090	chr1	149459620	153356818	Liver
ecc595091	chr1	149499544	150747987	Head and Neck
ecc595092	chr1	149531397	150241152	Connective tissue
ecc595095	chr1	149779544	154735661	Uterine Corpus Endometrial
ecc595096	chr1	149779544	162220924	Lung
ecc595097	chr1	149879544	160668409	Breast
ecc595098	chr1	149976187	153542114	Breast
ecc595099	chr1	150302638	150355394	Connective tissue
ecc595100	chr1	150402624	150423293	Connective tissue
ecc595101	chr1	150404802	150594872	Bone
ecc595102	chr1	150425976	150623920	Pancreatic
ecc595103	chr1	150447274	150447944	Connective tissue
ecc595104	chr1	150780391	151487098	Uterine Corpus Endometrial
ecc595105	chr1	151134442	151334878	Bladder
ecc595106	chr1	151252324	151452761	Bladder
ecc595107	chr1	151352853	151583078	Connective tissue
ecc595108	chr1	151441284	151756823	Breast
ecc595109	chr1	151532855	151739131	Bladder
ecc595110	chr1	151604846	151805348	Lung
ecc595111	chr1	151741000	151755322	Connective tissue
ecc595112	chr1	151860271	152060956	Bladder
ecc595113	chr1	152083421	152298698	Connective tissue
ecc595114	chr1	152104383	152104883	Breast
ecc595115	chr1	152178285	152517845	Breast
ecc595116	chr1	152236360	152460444	Connective tissue
ecc595117	chr1	152300236	152300906	Connective tissue
ecc595118	chr1	152339054	152339605	Lung
ecc595119	chr1	152431023	154255629	Bladder
ecc595120	chr1	152431353	152733752	Bladder
ecc595121	chr1	152481820	152502490	Connective tissue
ecc595122	chr1	152513630	152772834	Connective tissue
ecc595123	chr1	152685260	152712166	Esophagus
ecc595124	chr1	152750741	152793423	Connective tissue
ecc595125	chr1	152838044	153178201	Connective tissue
ecc595126	chr1	153309125	153645934	Lung
ecc595127	chr1	153466703	154307293	Connective tissue
ecc595128	chr1	153573170	153773672	Lung
ecc595129	chr1	153737595	154409391	Breast
ecc595130	chr1	153958148	153958732	Brain
ecc595131	chr1	154144775	154145225	Stomach
ecc595132	chr1	154210403	154211045	Brain
ecc595133	chr1	154582307	154582790	Breast
ecc595134	chr1	154734872	154735542	Connective tissue
ecc595135	chr1	154785595	155866591	Breast
ecc595136	chr1	154838608	155039110	Lung
ecc595137	chr1	154945046	155212267	Breast
ecc595138	chr1	155027378	155467277	Uterine Corpus Endometrial
ecc595139	chr1	155065625	155086295	Connective tissue
ecc595140	chr1	155115730	157023032	Uterine Corpus Endometrial
ecc595141	chr1	155708324	173337204	Connective tissue
ecc595142	chr1	155881044	174017572	Prostate
ecc595143	chr1	155887771	156039451	Lung
ecc595144	chr1	156175273	156483056	Uterine Corpus Endometrial
ecc595145	chr1	156265749	156266538	Head and Neck
ecc595146	chr1	156428944	156733590	Lung
ecc595147	chr1	156613585	156614218	Breast
ecc595148	chr1	156844069	157096888	Connective tissue
ecc595150	chr1	157019436	157447218	Breast
ecc595151	chr1	157282603	157721810	Connective tissue
ecc595152	chr1	157341760	157542267	Stomach
ecc595153	chr1	157486310	163344007	Bladder
ecc595154	chr1	157666445	163833637	Bladder
ecc595155	chr1	157725461	157726054	Connective tissue
ecc595156	chr1	157759710	158185244	Breast
ecc595157	chr1	157852387	158110544	Connective tissue
ecc595158	chr1	157944359	158363703	Connective tissue
ecc595159	chr1	158421240	158574226	Bladder
ecc595160	chr1	158764628	161708962	Connective tissue
ecc595161	chr1	158852519	159602424	Breast
ecc595162	chr1	159104084	160994569	Connective tissue
ecc595163	chr1	159416089	159494718	Breast
ecc595164	chr1	159764091	162606728	Breast
ecc595165	chr1	159792362	160660457	Breast
ecc595166	chr1	159853459	161576536	Uterine Corpus Endometrial
ecc595167	chr1	160202968	160383809	Connective tissue
ecc595168	chr1	160412223	161551455	Liver
ecc595169	chr1	160540242	163510742	Breast
ecc595170	chr1	160673365	162222492	Breast
ecc595171	chr1	160673778	165774715	Breast
ecc595172	chr1	160820979	160841849	Connective tissue
ecc595173	chr1	161032109	161086945	Esophagus
ecc595174	chr1	161289537	162105487	Connective tissue
ecc595175	chr1	161308126	161361800	Bone
ecc595176	chr1	161717292	162138278	Connective tissue
ecc595178	chr1	162399057	163845057	Connective tissue
ecc595179	chr1	162668774	162684359	Breast
ecc595180	chr1	162684398	162684881	Breast
ecc595181	chr1	162866273	162866891	Connective tissue
ecc595182	chr1	163110537	173534568	Connective tissue
ecc595183	chr1	163516516	166911149	Breast
ecc595184	chr1	163944020	164659162	Connective tissue
ecc595185	chr1	164884623	164885860	Connective tissue
ecc595186	chr1	164948420	164973818	Connective tissue
ecc595187	chr1	165324015	165324608	Connective tissue
ecc595188	chr1	165404488	175934099	Connective tissue
ecc595189	chr1	165464050	166418350	Breast
ecc595190	chr1	166384624	166705203	Connective tissue
ecc595191	chr1	166706134	167271862	Connective tissue
ecc595192	chr1	167025283	167035834	Ovary
ecc595193	chr1	167025442	167035834	Renal
ecc595194	chr1	167273284	167273949	Connective tissue
ecc595195	chr1	167493958	167841442	Connective tissue
ecc595196	chr1	167494138	168250307	Liver
ecc595197	chr1	168005265	168045735	Stomach
ecc595198	chr1	168025119	168025723	Lung
ecc595199	chr1	168390570	169200199	Stomach
ecc595200	chr1	168474309	168634054	Connective tissue
ecc595201	chr1	168540065	176840414	Bone
ecc595202	chr1	168687285	173309288	Connective tissue
ecc595203	chr1	168725784	168726219	Bladder
ecc595204	chr1	168731827	169215068	Esophagus
ecc595205	chr1	168758120	168879353	Esophagus
ecc595206	chr1	168827350	169504126	Cervix
ecc595207	chr1	168895652	169751903	Breast
ecc595208	chr1	169724778	170799921	Connective tissue
ecc595210	chr1	171429511	173565287	Liver
ecc595211	chr1	172344237	180634570	Pancreatic
ecc595212	chr1	172727563	176205667	Connective tissue
ecc595213	chr1	173073983	173074519	Lung
ecc595214	chr1	173416592	173497712	Breast
ecc595215	chr1	174214176	174215013	Liver
ecc595216	chr1	174237964	174692063	Lung
ecc595218	chr1	174471284	174471804	Stomach
ecc595219	chr1	174471374	174471795	Prostate
ecc595222	chr1	175350208	175370901	Skin
ecc595223	chr1	175357630	175358193	Lung
ecc595224	chr1	175615788	175992396	Cervix
ecc595225	chr1	175787027	175867309	Liver
ecc595226	chr1	175917730	176160100	Liver
ecc595227	chr1	176058542	176059042	Breast
ecc595228	chr1	176170882	176738253	Liver
ecc595229	chr1	176358928	176572356	Connective tissue
ecc595230	chr1	176365223	176365699	Bladder
ecc595231	chr1	176405094	176505686	Connective tissue
ecc595232	chr1	176505759	176714284	Connective tissue
ecc595233	chr1	176902830	176935711	Breast
ecc595234	chr1	177448195	178703089	Connective tissue
ecc595235	chr1	177869425	177870083	Connective tissue
ecc595236	chr1	177952577	177973234	Connective tissue
ecc595237	chr1	178109926	179251309	Bone
ecc595238	chr1	178180718	178535632	Breast
ecc595239	chr1	178276864	180616454	Stomach
ecc595240	chr1	178302058	178636519	Uterine Corpus Endometrial
ecc595241	chr1	178688725	178904484	Connective tissue
ecc595242	chr1	178847384	179439334	Connective tissue
ecc595243	chr1	178860913	179914189	Liver
ecc595244	chr1	179476598	179477191	Connective tissue
ecc595245	chr1	179502967	179503632	Connective tissue
ecc595246	chr1	179570906	179571550	Head and Neck
ecc595247	chr1	179747480	179804985	Connective tissue
ecc595248	chr1	180277338	180711883	Uterine Corpus Endometrial
ecc595249	chr1	180372487	180973140	Connective tissue
ecc595250	chr1	180972881	180973474	Connective tissue
ecc595251	chr1	180988167	181018416	Connective tissue
ecc595252	chr1	181109477	181160271	Lung
ecc595253	chr1	181129729	181130394	Connective tissue
ecc595254	chr1	181151630	181423340	Connective tissue
ecc595255	chr1	181521382	181632032	Connective tissue
ecc595256	chr1	182012769	182013434	Connective tissue
ecc595257	chr1	182101739	182293805	Connective tissue
ecc595258	chr1	182522984	182536673	Breast
ecc595259	chr1	183535955	183783934	Connective tissue
ecc595261	chr1	183873679	209517238	Breast
ecc595262	chr1	183926528	184406120	Connective tissue
ecc595263	chr1	185086356	185087478	Connective tissue
ecc595264	chr1	185426381	185446344	Connective tissue
ecc595265	chr1	185572830	185593422	Connective tissue
ecc595266	chr1	185623444	185624109	Connective tissue
ecc595267	chr1	185871472	187107022	Connective tissue
ecc595268	chr1	186105749	186106311	Esophagus
ecc595269	chr1	186281246	186299945	Bone
ecc595270	chr1	186321742	187130412	Bone
ecc595271	chr1	186855988	197476982	Bladder
ecc595272	chr1	187292607	188524302	Lung
ecc595273	chr1	188028784	188029449	Connective tissue
ecc595274	chr1	188324352	188324902	Esophagus
ecc595275	chr1	188598629	188599145	Head and Neck
ecc595276	chr1	188977378	188977914	Lung
ecc595277	chr1	189071238	189071741	Lung
ecc595278	chr1	189239965	189256792	Breast
ecc595279	chr1	189547527	190066684	Connective tissue
ecc595280	chr1	189715060	189715654	Breast
ecc595281	chr1	190118940	190119476	Lung
ecc595282	chr1	190190626	191522555	Connective tissue
ecc595284	chr1	191798196	191818723	Esophagus
ecc595285	chr1	192315099	234277968	Ovary
ecc595286	chr1	192774533	192775106	Esophagus
ecc595287	chr1	193102369	193178714	Connective tissue
ecc595288	chr1	193186623	193401656	Connective tissue
ecc595289	chr1	193524169	195149943	Bone
ecc595291	chr1	193949434	196105098	Breast
ecc595292	chr1	194993992	195387587	Uvea
ecc595293	chr1	195820470	195937702	Connective tissue
ecc595294	chr1	196084332	196116048	Liver
ecc595295	chr1	196983230	197414132	Connective tissue
ecc595296	chr1	197500081	197500519	Bladder
ecc595297	chr1	197671827	207307406	Breast
ecc595298	chr1	197693265	197810847	Connective tissue
ecc595299	chr1	199524826	199525474	Connective tissue
ecc595300	chr1	199529878	247249600	Pancreatic
ecc595301	chr1	200240565	201278976	Bladder
ecc595302	chr1	201000371	201267127	Bone
ecc595303	chr1	201799533	202504520	Stomach
ecc595304	chr1	201830288	202470180	Uterine Corpus Endometrial
ecc595305	chr1	202432312	204986664	Brain
ecc595306	chr1	203099713	205252887	Brain
ecc595307	chr1	203122059	204013075	Bone
ecc595308	chr1	203177968	204957662	Brain
ecc595309	chr1	203656640	208049939	Bladder
ecc595310	chr1	203686746	204813205	Brain
ecc595311	chr1	203934006	205333036	Brain
ecc595312	chr1	204233984	204234568	Esophagus
ecc595313	chr1	204237540	205552466	Brain
ecc595314	chr1	205132449	205172989	Esophagus
ecc595315	chr1	205240250	205643089	Uterine Corpus Endometrial
ecc595316	chr1	205859797	205921859	Uterine Corpus Endometrial
ecc595317	chr1	206163380	206183984	Skin
ecc595318	chr1	206265267	206329939	Uterine Corpus Endometrial
ecc595319	chr1	206700438	206714818	Uterine Corpus Endometrial
ecc595320	chr1	207849915	208968409	Connective tissue
ecc595321	chr1	209345846	209444829	Lung
ecc595322	chr1	209359910	209735837	Uterine Corpus Endometrial
ecc595323	chr1	213250855	214231286	Esophagus
ecc595324	chr1	213711547	213729530	Connective tissue
ecc595325	chr1	214735764	215724732	Breast
ecc595326	chr1	215746011	215766448	Bladder
ecc595327	chr1	215788296	215788734	Bladder
ecc595328	chr1	218027391	218077299	Connective tissue
ecc595329	chr1	218612024	218776311	Breast
ecc595330	chr1	218807616	218808036	Esophagus
ecc595331	chr1	219181253	219201794	Esophagus
ecc595332	chr1	219653044	219673585	Esophagus
ecc595333	chr1	219991235	249250620	Ovary
ecc595334	chr1	220507628	222073938	Connective tissue
ecc595335	chr1	220530914	224185716	Lung
ecc595336	chr1	220695091	220914140	Bladder
ecc595337	chr1	220827460	220828077	Connective tissue
ecc595338	chr1	220858981	220962871	Bone
ecc595339	chr1	220907886	220960915	Liver
ecc595340	chr1	221076110	249250620	Prostate
ecc595341	chr1	221295461	249250620	Esophagus
ecc595342	chr1	221700044	222579762	Breast
ecc595343	chr1	221915247	221915685	Bladder
ecc595344	chr1	221917442	222117861	Stomach
ecc595345	chr1	223314914	223383323	Bone
ecc595346	chr1	225521573	231955187	Stomach
ecc595347	chr1	225675217	226803560	Stomach
ecc595348	chr1	225775961	226640778	Stomach
ecc595349	chr1	225844039	225844496	Brain
ecc595350	chr1	226291722	226357716	Lung
ecc595351	chr1	226333586	231577247	Breast
ecc595352	chr1	227249614	229650157	Pancreatic
ecc595353	chr1	227714961	227715554	Connective tissue
ecc595354	chr1	230112532	230342580	Esophagus
ecc595355	chr1	230149425	231171576	Breast
ecc595356	chr1	232053720	249250620	Breast
ecc595357	chr1	232560816	232587308	Lung
ecc595358	chr1	233907882	234908287	Stomach
ecc595359	chr1	234357889	234358545	Colon
ecc595360	chr1	234444030	235273150	Breast
ecc595361	chr1	234556645	234795863	Breast
ecc595362	chr1	234591804	235332155	Esophagus
ecc595363	chr1	234601754	234822933	Ovary
ecc595364	chr1	234651002	236038402	Esophagus
ecc595365	chr1	234658191	234858696	Pancreatic
ecc595366	chr1	234701940	234818395	Pancreatic
ecc595367	chr1	234925357	235376630	Stomach
ecc595368	chr1	234930170	236174997	Stomach
ecc595369	chr1	234932631	235695866	Esophagus
ecc595370	chr1	236817733	236818255	Skin
ecc595371	chr1	236843957	249250620	Ovary
ecc595372	chr1	237096753	237097415	Connective tissue
ecc595373	chr1	237104222	237104742	Stomach
ecc595374	chr1	238138888	238339307	Stomach
ecc595375	chr1	240735498	241811310	Bone
ecc595376	chr1	241439645	242070084	Stomach
ecc595377	chr1	241888806	248975980	Skin
ecc595378	chr1	242051351	248158325	Brain
ecc595379	chr1	242308361	242308951	Esophagus
ecc595380	chr1	242587965	242588422	Brain
ecc595381	chr1	242802614	243884308	Cervix
ecc595382	chr1	243255771	248171483	Breast
ecc595383	chr1	243397565	243398145	Lung
ecc595384	chr1	243438204	243458858	Bone
ecc595385	chr1	243779970	243800528	Esophagus
ecc595386	chr1	243987488	244187915	Cervix
ecc595387	chr1	244690319	245305856	Ovary
ecc595388	chr1	244888800	244915579	Breast
ecc595389	chr1	245465912	245674714	Breast
ecc595390	chr1	245736759	245937186	Cervix
ecc595391	chr1	246787020	246807527	Stomach
ecc595392	chr1	246962650	246983229	Connective tissue
ecc595393	chr1	247330432	247350934	Lung
ecc595394	chr1	247614674	247823737	Breast
ecc595395	chr1	247808789	247809297	Stomach
ecc595396	chr1	248202153	248302615	Breast
ecc595397	chr10	94426	11969836	Ovary
ecc595398	chr10	95074	37999999	Ovary
ecc595399	chr10	104427	35804630	Breast
ecc595400	chr10	856950	24908810	Breast
ecc595401	chr10	970318	1032171	Breast
ecc595402	chr10	3137471	3308014	Ovary
ecc595403	chr10	3308715	5150965	Ovary
ecc595404	chr10	3796603	3797161	Head and Neck
ecc595405	chr10	4202517	6398979	Breast
ecc595406	chr10	4429680	5814775	Esophagus
ecc595407	chr10	5271855	5582294	Skin
ecc595408	chr10	5844189	9934539	Ovary
ecc595409	chr10	5876286	6116910	Skin
ecc595410	chr10	6631512	12489134	Esophagus
ecc595411	chr10	6867791	6878461	Pancreatic
ecc595412	chr10	7108200	10952379	Skin
ecc595413	chr10	7831497	39064000	Breast
ecc595414	chr10	8693204	15966185	Stomach
ecc595415	chr10	8707200	15718142	Ovary
ecc595416	chr10	8827900	9028336	Bladder
ecc595417	chr10	9084435	9284893	Bladder
ecc595418	chr10	10973071	11514238	Skin
ecc595419	chr10	11844579	23701204	Skin
